ID,var3,var15,var36,num_var5,var38,imp_ent_var16_ult1,TARGET
302,2,31,99,3,117310.979016494,0.0,0
303,2,31,99,0,45265.38,0.0,1
306,2,62,99,0,109595.55,0.0,1
307,2,27,99,3,117310.979016494,0.0,0
311,4,56,2,3,63648.57,0.0,0
314,2,52,2,3,81591.75,0.0,0
316,2,24,1,3,117310.979016494,120.0,0
319,2,29,99,0,36969.45,0.0,0
320,2,23,3,3,48426.3,0.0,0
322,2,23,3,3,95712.93,0.0,0
324,2,32,2,0,54689.01,0.0,0
332,2,38,3,0,117310.979016494,0.0,0
333,2,24,3,3,157526.34,0.0,0
340,2,24,3,3,95251.92,0.0,1
342,2,23,3,3,68632.98,0.0,0
344,2,23,99,0,203424.36,0.0,0
345,2,23,99,0,117310.979016494,0.0,0
347,2,23,99,3,117310.979016494,0.0,0
349,2,23,99,0,234692.94,0.0,0
353,2,57,99,0,117310.979016494,0.0,1
354,2,25,99,0,172933.98,0.0,0
355,2,30,99,3,150948.42,0.0,0
356,2,36,1,3,64822.17,0.0,0
359,2,22,0,3,237627.24,0.0,0
362,2,24,3,3,84466.38,0.0,0
363,2,61,1,3,117310.979016494,0.0,0
369,2,23,3,3,117310.979016494,0.0,0
371,2,32,99,0,98212.23,0.0,1
373,2,30,99,0,183841.44,0.0,0
374,2,31,99,0,57358.74,0.0,0
375,2,26,2,3,117310.979016494,0.0,0
378,2,27,3,3,145599.06,0.0,0
382,2,23,99,0,174618.3,0.0,0
383,2,23,99,0,38522.64,0.0,0
384,2,32,99,3,117310.979016494,0.0,0
387,2,23,99,3,117310.979016494,0.0,0
388,2,23,99,0,22237.38,0.0,0
390,2,23,3,3,112511.97,0.0,0
394,2,71,3,0,165191.58,0.0,0
402,2,23,99,0,347962.41,0.0,0
404,2,23,99,3,38308.23,0.0,0
407,2,36,3,3,92121.36,0.0,0
408,2,29,99,0,50972.85,0.0,0
410,2,25,3,0,416583.03,0.0,0
412,2,45,99,0,71501.1,0.0,0
414,2,23,99,0,1374570.75,0.0,0
415,2,88,1,0,141187.53,0.0,0
416,2,24,3,3,59316.45,0.0,0
417,4,45,1,0,63203.34,0.0,0
420,2,39,3,3,117310.979016494,0.0,0
421,2,23,99,3,36780.45,0.0,0
423,2,59,1,3,167222.52,0.0,0
426,2,36,99,3,96494.16,0.0,0
428,2,23,99,3,412668.78,0.0,0
429,10,30,2,3,116531.64,0.0,0
432,2,23,3,3,182846.85,0.0,0
433,2,53,2,3,78252.81,0.0,0
436,2,23,3,3,117310.979016494,0.0,0
440,2,33,99,0,117310.979016494,0.0,0
441,2,23,3,3,170310.93,0.0,0
443,2,23,3,3,30290.64,0.0,0
444,2,44,99,3,74486.55,0.0,0
445,2,23,99,0,117310.979016494,0.0,0
447,2,23,99,0,117310.979016494,0.0,0
448,2,24,99,0,107570.16,0.0,0
449,2,23,3,3,83948.1,0.0,0
453,2,25,3,3,22763.58,0.0,0
456,2,44,3,3,117310.979016494,0.0,0
457,2,37,99,0,154851.96,0.0,0
458,2,31,3,3,45678.3,0.0,0
459,2,23,3,3,57561.63,0.0,0
460,2,23,99,3,39815.55,0.0,0
461,2,38,3,3,48861.0,0.0,0
462,2,23,99,0,93648.99,0.0,0
466,2,55,2,0,359419.14,0.0,0
469,2,24,99,0,120388.89,0.0,0
471,2,23,99,0,54443.31,0.0,0
474,2,60,2,3,80056.14,0.0,0
477,2,28,99,0,117310.979016494,0.0,0
478,2,34,2,3,83266.14,0.0,0
480,2,64,3,3,186291.03,0.0,0
482,2,26,3,3,117310.979016494,0.0,0
485,2,25,99,3,65166.39,0.0,0
488,2,23,99,0,117310.979016494,0.0,0
489,2,23,99,3,117310.979016494,0.0,0
490,2,24,99,3,61771.95,0.0,0
492,2,33,3,0,117310.979016494,0.0,0
493,2,34,2,3,117310.979016494,0.0,0
496,2,23,99,0,71070.3,0.0,0
500,2,27,99,3,268640.97,0.0,0
501,2,24,3,3,283117.71,0.0,0
502,2,36,1,3,115657.23,0.0,0
513,2,100,99,0,96617.22,0.0,0
514,2,38,3,3,105827.07,0.0,0
515,2,24,99,0,50527.26,0.0,0
517,2,23,3,3,117310.979016494,0.0,0
523,2,23,99,3,50647.68,0.0,0
527,2,31,1,3,87471.24,0.0,0
530,2,28,99,0,40853.31,0.0,1
533,2,28,99,0,386898.18,0.0,0
535,2,37,2,3,156278.34,0.0,0
537,2,43,1,3,117310.979016494,0.0,0
538,2,52,99,0,117310.979016494,0.0,0
543,2,22,0,3,79380.0,0.0,0
544,2,27,1,3,104087.28,3.0,0
547,2,22,99,3,88460.91,0.0,0
548,2,32,1,3,65961.69,0.0,0
549,2,30,99,0,157787.19,0.0,1
550,2,55,99,0,117310.979016494,0.0,0
551,2,38,99,0,62581.86,0.0,0
553,2,27,99,0,119530.92,0.0,0
554,2,24,3,3,117310.979016494,0.0,0
555,2,43,2,3,117310.979016494,0.0,0
558,2,23,3,3,71858.94,0.0,0
560,2,23,99,0,117310.979016494,0.0,0
561,2,25,1,3,79973.88,450.0,0
564,2,60,3,3,137151.15,0.0,0
566,2,51,1,3,87288.69,0.0,0
567,2,74,1,3,196439.1,0.0,0
568,2,23,99,0,90773.76,0.0,0
571,2,27,3,3,117310.979016494,0.0,0
572,2,26,1,3,182891.07,0.0,0
573,2,23,2,3,234128.46,0.0,0
576,2,25,3,3,117310.979016494,0.0,0
577,2,32,2,0,155866.5,0.0,0
578,2,32,3,3,80623.89,0.0,0
579,2,26,99,3,117310.979016494,0.0,0
580,2,24,3,3,108933.27,0.0,0
581,2,23,99,3,117310.979016494,0.0,0
582,2,22,0,3,117310.979016494,0.0,0
583,2,86,2,3,117716.88,0.0,0
584,2,31,99,0,81199.74,0.0,0
586,2,39,2,3,149428.89,0.0,0
587,2,25,3,3,55279.29,0.0,0
588,2,63,99,3,273655.38,0.0,0
591,2,59,3,0,51297.51,0.0,0
596,2,44,2,3,72815.4,0.0,0
598,2,40,99,0,191698.29,0.0,0
599,2,40,1,3,52962.45,0.0,0
600,2,44,3,3,26619.24,0.0,1
602,2,30,2,3,39143.34,0.0,0
606,2,28,3,3,117310.979016494,0.0,0
609,2,34,1,3,117310.979016494,0.0,0
611,2,52,2,3,114905.67,0.0,0
614,2,52,1,3,80705.76,0.0,0
618,2,23,99,3,144837.0,0.0,0
622,2,23,3,3,37727.49,0.0,0
623,2,24,3,3,108908.34,0.0,0
626,2,28,3,3,63611.34,0.0,0
627,2,23,2,3,117310.979016494,0.0,0
631,2,36,1,3,42264.45,0.0,1
633,2,27,3,3,328239.84,0.0,0
635,2,28,3,3,81088.2,0.0,0
636,2,30,99,0,53549.49,0.0,0
639,2,29,99,0,233512.68,0.0,0
640,2,23,3,3,85286.28,0.0,0
641,2,25,1,3,141630.39,0.0,0
645,2,25,99,0,175566.93,0.0,0
647,2,30,3,3,58371.54,0.0,0
648,2,23,3,3,83551.41,0.0,0
649,2,27,3,3,66866.58,0.0,0
650,2,24,99,3,232500.45,0.0,0
651,2,37,1,3,128121.45,0.0,0
652,2,24,3,3,31092.45,0.0,0
653,2,38,99,0,57485.28,0.0,1
654,2,25,99,3,117310.979016494,0.0,0
656,2,33,1,0,90380.61,0.0,0
657,2,73,3,3,127201.86,0.0,0
658,2,24,3,3,85641.42,0.0,0
659,2,23,3,3,69193.17,0.0,0
661,2,29,3,3,124590.3,0.0,0
662,2,35,3,3,120032.46,0.0,0
663,2,37,2,3,97978.05,0.0,0
667,2,23,1,3,68097.54,300.0,0
668,2,28,99,3,117310.979016494,0.0,0
669,2,36,99,0,80492.67,0.0,1
673,2,30,99,3,101973.87,0.0,0
674,110,80,99,0,79757.79,0.0,0
679,2,50,2,0,117310.979016494,0.0,0
681,2,25,3,3,117310.979016494,0.0,0
682,2,77,1,0,86641.86,0.0,0
686,2,28,99,0,100253.37,0.0,0
687,2,24,3,3,117310.979016494,0.0,0
688,2,23,3,3,103287.6,0.0,0
689,2,37,2,3,117310.979016494,0.0,0
690,2,35,99,0,117310.979016494,0.0,0
692,2,36,3,3,50230.14,0.0,0
694,2,48,1,0,72054.27,0.0,0
695,2,23,99,3,117310.979016494,0.0,0
697,2,72,2,3,119238.72,0.0,0
701,2,30,99,3,70882.5,0.0,0
702,2,39,2,3,117310.979016494,0.0,0
706,2,45,1,3,80073.87,0.0,0
708,2,22,99,3,64866.96,0.0,0
710,2,25,1,3,54887.1,0.0,0
712,2,34,1,3,107923.98,0.0,0
714,2,26,3,3,86363.31,0.0,0
715,2,24,3,3,117797.64,0.0,0
717,2,24,99,3,67047.6,0.0,0
718,2,23,3,3,75485.82,0.0,0
720,2,38,1,3,36178.68,0.0,0
725,2,38,2,3,70588.41,0.0,0
726,2,34,99,0,141293.7,0.0,1
730,2,23,3,3,117310.979016494,0.0,0
731,2,51,1,3,51396.93,0.0,1
732,2,23,1,3,117060.3,63.0,0
734,2,27,3,3,117310.979016494,0.0,0
735,2,23,99,3,117310.979016494,0.0,0
737,2,25,99,0,268504.08,0.0,0
738,2,23,1,3,89761.29,0.0,0
740,2,32,2,3,149698.32,0.0,0
741,2,25,3,3,58495.56,0.0,0
746,2,34,99,3,116245.23,0.0,0
748,2,48,3,3,92912.4,0.0,0
753,2,23,99,0,117310.979016494,0.0,0
754,2,43,2,0,94641.24,0.0,0
757,2,45,1,3,90883.44,0.0,0
758,2,23,99,0,132356.25,0.0,0
759,2,34,99,0,117310.979016494,0.0,0
760,2,50,3,3,114088.98,0.0,0
761,2,29,99,3,324294.3,0.0,0
767,2,41,1,3,124095.3,0.0,0
768,2,39,2,0,117310.979016494,0.0,0
771,2,30,99,3,117310.979016494,0.0,0
772,2,37,99,3,131087.7,0.0,0
775,2,46,1,3,544584.84,0.0,0
782,2,29,3,3,29016.0,0.0,0
783,2,31,1,3,80969.94,0.0,0
784,2,30,99,0,132050.88,0.0,0
785,2,24,99,0,105229.11,0.0,0
787,2,23,3,3,117310.979016494,0.0,0
789,2,23,3,3,52148.37,0.0,0
790,2,23,99,3,43674.3,0.0,0
791,2,26,99,3,77630.16,0.0,0
792,2,27,3,3,131441.67,0.0,1
793,2,23,99,3,117310.979016494,0.0,0
795,2,52,3,3,75652.56,0.0,0
797,2,23,99,0,131846.31,0.0,0
798,2,34,1,3,119707.2,0.0,0
799,2,51,2,3,49596.15,0.0,0
800,2,23,99,0,115169.73,0.0,0
806,2,24,2,3,117310.979016494,0.0,0
807,2,24,99,3,99165.99,0.0,0
808,2,23,99,0,101220.81,0.0,0
811,2,23,99,0,116524.8,0.0,0
812,2,45,99,0,116258.73,0.0,0
813,2,23,3,3,28693.92,0.0,0
814,2,35,99,3,117310.979016494,0.0,0
815,2,41,1,3,70207.53,0.0,0
816,2,23,99,3,71829.12,0.0,0
818,2,56,99,0,117310.979016494,0.0,1
820,2,41,1,3,60098.49,0.0,0
822,2,68,3,0,84237.54,0.0,0
823,2,38,3,3,86658.57,0.0,0
827,2,35,3,3,129147.96,0.0,0
828,2,42,1,3,69055.02,0.0,0
829,2,23,3,3,117310.979016494,0.0,0
834,2,55,2,0,152748.96,0.0,0
835,2,29,1,3,148968.36,0.0,0
836,2,35,99,0,66997.47,0.0,0
838,2,23,3,3,126683.82,0.0,0
846,2,29,3,0,135728.43,0.0,0
847,2,44,1,0,177841.86,0.0,0
849,2,51,1,3,1069263.06,0.0,0
850,2,23,99,3,201217.53,0.0,0
851,2,28,3,3,75087.81,0.0,0
852,2,24,99,0,88620.93,0.0,0
857,2,23,3,3,97911.99,0.0,0
858,2,23,99,3,82420.38,0.0,0
859,2,25,3,3,92534.7,0.0,0
860,2,38,3,3,80154.87,0.0,0
862,2,49,1,3,62397.03,0.0,0
863,2,68,3,3,54046.29,0.0,0
864,2,28,3,3,109607.01,0.0,0
868,2,23,2,3,83080.59,0.0,0
869,2,29,99,3,117310.979016494,0.0,0
877,2,24,3,3,59771.61,0.0,0
878,2,30,99,0,117310.979016494,0.0,0
881,2,25,99,3,21300.03,0.0,0
882,2,23,99,0,189002.49,0.0,0
885,2,53,1,0,74281.41,0.0,0
887,2,25,99,0,83036.04,0.0,0
888,0,65,1,3,93480.09,0.0,0
889,2,48,1,3,117310.979016494,300.0,0
891,2,23,1,3,5431377.63,0.0,0
898,2,23,3,3,117310.979016494,0.0,0
903,2,47,1,3,10528.47,0.0,0
904,2,36,99,3,96288.21,0.0,0
906,2,32,3,3,117310.979016494,0.0,0
907,2,28,3,3,140790.21,0.0,0
908,2,25,99,3,211939.05,0.0,0
909,2,43,99,0,117310.979016494,0.0,0
910,2,23,99,0,103275.84,0.0,0
911,7,35,2,3,86826.03,0.0,0
913,2,24,3,3,39773.04,0.0,0
916,2,25,3,3,80795.94,0.0,0
920,177,57,1,3,124721.91,0.0,0
924,2,26,99,3,117310.979016494,0.0,0
925,2,23,3,3,45582.96,0.0,0
927,2,25,3,3,113402.82,0.0,0
928,2,34,3,0,90549.36,0.0,0
932,2,24,3,3,53800.11,0.0,0
933,2,72,3,0,267838.56,0.0,0
934,2,51,2,0,97318.95,0.0,0
935,2,34,2,3,81513.36,0.0,0
936,2,31,3,3,69593.55,0.0,0
940,2,30,99,0,192647.49,0.0,1
942,2,23,99,0,46833.0,0.0,0
943,2,23,99,0,125133.93,0.0,0
944,2,23,3,3,267218.01,0.0,0
945,2,23,99,0,50658.18,0.0,0
948,2,25,99,0,278500.53,0.0,0
949,2,30,3,3,113322.45,0.0,0
958,2,23,99,3,174895.71,0.0,0
959,2,27,3,3,103666.83,0.0,0
961,2,30,1,3,117310.979016494,0.0,0
962,2,23,3,3,117310.979016494,0.0,0
964,2,46,1,3,45447.24,750.0,0
965,2,24,3,3,61653.75,0.0,0
967,2,23,99,3,72124.11,0.0,0
968,2,51,99,0,117310.979016494,0.0,0
970,2,31,3,3,59226.39,0.0,0
973,2,23,99,3,178385.4,0.0,0
974,2,23,99,0,80889.27,0.0,0
976,2,23,99,3,131768.82,0.0,0
977,2,44,1,3,65076.12,0.0,0
978,2,23,3,3,153874.08,0.0,0
979,2,36,99,0,131405.85,0.0,0
981,2,25,2,3,47063.07,0.0,0
984,2,23,1,3,63322.65,60.0,0
986,2,23,99,3,52266.21,0.0,0
989,2,68,99,0,68260.35,0.0,0
990,2,48,99,0,78217.08,0.0,1
993,2,23,3,3,117310.979016494,0.0,0
994,2,30,3,3,74322.15,0.0,0
997,2,23,3,3,117310.979016494,0.0,0
999,2,27,99,0,52297.41,0.0,0
1000,2,54,99,0,82714.59,0.0,1
1003,2,23,99,0,157568.34,0.0,0
1006,2,51,3,3,209661.03,0.0,0
1007,2,48,99,3,98790.54,0.0,0
1008,2,21,1,0,127993.35,0.0,0
1009,2,26,99,0,321608.34,0.0,0
1017,2,23,3,3,117310.979016494,0.0,0
1018,2,75,99,0,208128.96,0.0,0
1019,2,31,99,0,30428.91,0.0,0
1020,2,31,3,3,76627.71,0.0,0
1021,2,23,99,3,42306.99,0.0,0
1027,2,42,99,3,80669.64,0.0,0
1030,2,42,99,3,44556.51,0.0,0
1031,2,26,99,0,181276.77,0.0,0
1033,2,23,3,3,88348.02,0.0,0
1035,2,44,99,0,404953.89,0.0,0
1038,2,51,1,3,130840.2,0.0,0
1040,2,31,2,3,117310.979016494,0.0,0
1041,2,25,99,0,48693.87,0.0,0
1043,2,23,3,3,109252.08,0.0,0
1044,2,23,3,3,32009.43,0.0,0
1047,2,23,99,0,53316.12,0.0,0
1048,2,22,0,3,42554.13,0.0,0
1049,2,27,99,0,345158.7,0.0,0
1051,2,41,99,0,56986.92,0.0,0
1053,2,27,2,3,113549.43,0.0,0
1054,2,40,2,0,56713.35,0.0,0
1056,2,31,3,3,70971.3,0.0,0
1059,2,55,1,3,46484.19,0.0,0
1061,2,29,3,3,117310.979016494,0.0,0
1069,2,48,2,3,117310.979016494,0.0,0
1071,2,24,99,3,196317.9,0.0,0
1073,2,53,1,3,117310.979016494,0.0,0
1074,2,43,2,0,117310.979016494,0.0,0
1075,2,75,1,3,22691.49,0.0,0
1076,2,23,99,0,117310.979016494,0.0,0
1080,2,58,3,3,143834.49,0.0,0
1083,2,31,99,0,316101.57,0.0,0
1084,2,34,99,3,91143.12,0.0,0
1085,2,24,3,3,117310.979016494,0.0,0
1086,2,24,99,0,316751.88,0.0,0
1087,2,67,3,0,104342.19,0.0,0
1088,2,27,3,3,77153.61,0.0,0
1089,2,24,3,3,117310.979016494,0.0,0
1090,2,27,3,3,108880.56,0.0,0
1091,2,43,99,0,49633.8,0.0,0
1092,2,25,3,3,117310.979016494,0.0,0
1095,2,46,1,3,107641.92,0.0,0
1096,2,23,99,3,52571.22,0.0,0
1097,2,23,2,3,38883.87,0.0,0
1098,2,47,3,3,123091.23,0.0,0
1099,2,26,99,0,286721.1,0.0,0
1100,1,54,99,0,117310.979016494,0.0,0
1101,2,27,3,3,348110.7,0.0,0
1104,2,26,99,0,155719.35,0.0,0
1105,2,33,99,3,38310.96,0.0,0
1108,10,42,2,3,68494.32,0.0,0
1109,2,24,3,3,120137.25,0.0,0
1110,2,23,1,0,74987.61,0.0,0
1111,2,23,99,3,158789.64,0.0,0
1115,2,33,99,0,234673.53,0.0,0
1117,2,23,3,3,48869.88,0.0,0
1119,2,13,99,0,117310.979016494,0.0,0
1122,2,29,3,3,112197.57,0.0,0
1123,2,23,3,3,104790.18,0.0,0
1124,2,24,2,3,73150.53,0.0,0
1125,2,23,99,3,108418.71,0.0,0
1126,2,42,1,3,117310.979016494,0.0,0
1127,2,25,2,3,117310.979016494,0.0,0
1129,2,23,3,3,117310.979016494,0.0,0
1131,2,61,1,0,117310.979016494,0.0,1
1133,2,23,2,0,71609.37,0.0,0
1134,2,32,99,0,110661.15,0.0,1
1136,2,37,99,0,43408.83,0.0,1
1137,2,26,2,3,41059.44,0.0,0
1140,2,23,99,0,61655.25,0.0,0
1142,2,23,99,0,176283.63,0.0,0
1144,2,41,1,3,93660.99,0.0,0
1145,2,23,99,3,111304.62,0.0,0
1147,2,28,99,3,44159.34,0.0,0
1150,2,40,2,0,208519.2,0.0,0
1154,2,23,3,3,124669.14,0.0,0
1156,2,35,99,0,98377.44,0.0,0
1158,2,24,99,3,108487.56,0.0,0
1159,2,25,3,3,75250.92,0.0,0
1163,6,45,1,3,49337.97,300.0,0
1165,2,24,3,3,158954.16,0.0,0
1166,2,27,3,3,117310.979016494,0.0,0
1167,2,36,1,3,117310.979016494,0.0,0
1170,2,23,99,0,58455.93,0.0,0
1171,2,53,2,3,176365.56,0.0,0
1172,2,23,3,3,50298.81,0.0,0
1173,2,25,3,3,48202.71,0.0,0
1175,2,23,2,3,117310.979016494,0.0,0
1179,2,23,99,0,74373.66,0.0,0
1183,2,27,99,0,117310.979016494,0.0,0
1184,2,23,3,3,208516.08,0.0,0
1186,2,23,3,3,39318.18,0.0,0
1187,2,49,1,3,67823.52,0.0,1
1188,2,34,2,3,117310.979016494,0.0,0
1189,2,40,1,3,117310.979016494,0.0,0
1191,2,23,99,3,117441.63,0.0,0
1192,2,23,1,3,76049.52,90.0,0
1193,2,38,99,0,117310.979016494,0.0,1
1195,2,23,2,3,288768.87,0.0,0
1197,137,48,1,0,130806.78,0.0,0
1198,2,23,99,0,117310.979016494,0.0,0
1203,2,27,99,0,294409.08,0.0,0
1204,2,52,99,0,160862.19,0.0,0
1205,2,51,99,0,133072.44,0.0,0
1209,2,54,2,3,107638.29,0.0,0
1210,2,24,99,0,117310.979016494,0.0,0
1211,2,26,3,3,59776.17,0.0,0
1213,2,27,99,0,75693.39,0.0,0
1214,2,35,1,3,74688.81,0.0,0
1215,2,71,1,3,126313.98,0.0,0
1217,2,26,3,3,84112.26,0.0,0
1218,2,32,99,3,164043.09,0.0,0
1220,2,36,2,0,174064.89,0.0,0
1223,2,25,3,3,208363.68,0.0,0
1224,2,83,2,0,217192.89,0.0,0
1226,2,24,99,0,117310.979016494,0.0,0
1228,2,23,2,3,73717.59,0.0,0
1229,2,30,99,0,207467.73,0.0,0
1242,2,44,99,3,83720.97,0.0,0
1243,2,26,3,3,118465.02,0.0,0
1246,2,23,1,3,146764.41,0.0,0
1248,2,27,3,3,91720.41,0.0,0
1249,2,24,99,3,59378.82,0.0,0
1252,2,29,99,0,80329.74,0.0,0
1253,2,23,99,3,61897.08,0.0,0
1254,2,31,3,3,99613.92,0.0,0
1255,2,23,3,3,89154.72,0.0,0
1256,2,23,99,0,127179.03,0.0,0
1258,2,23,99,3,30085.95,0.0,0
1260,2,48,3,0,124710.93,0.0,0
1261,2,46,1,3,81963.69,0.0,0
1262,2,46,3,3,111086.91,0.0,0
1263,2,54,3,3,49550.58,0.0,0
1264,2,23,99,0,126313.8,0.0,0
1265,2,27,1,3,226847.76,0.0,0
1269,2,43,99,0,140622.51,0.0,0
1271,2,23,99,3,41779.98,0.0,1
1274,2,87,99,0,117310.979016494,0.0,0
1275,2,23,2,3,335295.78,0.0,0
1277,2,26,3,3,78549.69,0.0,0
